CustomerID,Region,Gender,Age,Education Years,Employment Years,Job Category,Retired,Marital Status,Household Size,Household Income,umber Pets,Home Owner,Car Ownership,Car Brand,Car Value,Commute Distance,Political Party,Votes,Credit Card,Credit Card Tenure,Active Lifestyle,TV Watching Hours,Streaming Svcs,Wireless Internet,Smart Phone,Twitter Acct,LinkedIn Acct,Facebook Acct,News Subscriber,Coupon Redemption,Brand Tenure Months,Monthly Spend ProductA,Cumulative Spend ProductA,Monthly Spend ProductB,Cumulative Spend ProductB,Monthly Spend ProductC,Cumulative Spend ProductC,Total Avg Monthly Spend,High Value Customer
6163-GILGEU-DY5,3,Male,77,16,26,Labor,Yes,Unmarried,1,"$26,000.00",2,1,Own,Foreign,"$6,400",37,No,Yes,Disc,31,No,22,No,No,No,No,No,No,Yes,0,63,$122.00,"$1,532.24",$0.00,$0.00,$0.00,$0.00,$122.00,0
6164-ZUOJYL-DDM,5,Female,33,14,2,Sales,No,Unmarried,1,"$56,000.00",0,1,Own,Foreign,"$11,500",35,Yes,No,Visa,3,Yes,25,No,No,No,No,No,No,No,1,15,$15.20,$53.80,$0.00,$0.00,$0.00,$0.00,$15.20,0
6170-RWXBEX-2CR,3,Male,24,18,0,Sales,No,Married,4,"$58,000.00",0,0,Lease,Domestic,"$12,000",29,Yes,Yes,Disc,6,No,17,No,No,No,No,No,No,No,0,9,$36.20,$58.16,$0.00,$0.00,$0.00,$0.00,$36.20,0
6175-CLPXTL-KC5,4,Male,21,16,0,Crafts,No,Unmarried,3,"$42,000.00",1,1,NoCar,N/A,$0,35,No,No,AMEX,3,No,15,No,No,No,No,No,No,No,0,27,$30.20,$147.44,$0.00,$0.00,$0.00,$0.00,$30.20,0
6177-YTJFDA-1WI,4,Male,41,14,16,Labor,No,Unmarried,1,"$118,000.00",2,1,Own,Foreign,"$33,600",29,No,No,Visa,17,No,19,Yes,Yes,No,No,Yes,No,No,0,54,$24.80,$264.48,$146.60,"$1,459.80",$107.50,"$1,383.42",$278.90,1
6179-RTXOGR-VGR,3,Male,22,9,0,Sales,No,Unmarried,1,"$28,000.00",0,1,Lease,Foreign,"$6,400",21,No,Yes,Mast,3,No,19,No,No,Yes,Yes,No,No,No,0,8,$15.80,$22.72,$0.00,$0.00,$0.00,$0.00,$15.80,0
6181-TXHMYM-ZM5,1,Female,66,13,22,Service,Yes,Unmarried,2,"$36,000.00",7,1,NoCar,N/A,$0,22,No,No,Visa,32,No,18,No,No,Yes,Yes,Yes,No,Yes,1,66,$69.80,$870.92,$0.00,$0.00,$0.00,$0.00,$69.80,0
6190-YQUYJH-0R0,1,Female,25,13,3,Service,No,Unmarried,1,"$28,000.00",1,1,Lease,Domestic,"$6,900",23,No,No,Disc,7,Yes,26,No,No,No,No,No,No,No,0,9,$27.40,$39.68,$0.00,$0.00,$0.00,$0.00,$27.40,0
6191-AHKBEP-ZF6,4,Female,28,12,1,Professional,No,Married,7,"$54,000.00",2,0,Own,Foreign,"$18,500",30,Yes,Yes,Mast,10,No,27,Yes,Yes,Yes,Yes,Yes,No,Yes,0,38,$25.00,$191.36,$140.40,"$1,061.40",$144.75,"$1,326.48",$310.15,1
6191-MCZORB-TXX,5,Male,39,13,4,Sales,No,Married,4,"$106,000.00",5,0,Own,Domestic,"$27,400",25,No,No,Visa,21,Yes,27,No,No,No,No,Yes,No,Yes,0,31,$53.80,$326.44,$0.00,$0.00,$0.00,$0.00,$53.80,0
6192-FFWPIK-4XF,4,Female,36,15,5,Professional,No,Unmarried,1,"$58,000.00",0,0,Own,Foreign,"$9,800",22,No,Yes,Mast,14,No,22,No,Yes,Yes,Yes,Yes,No,Yes,0,32,$39.80,$267.24,$0.00,$0.00,$146.50,"$1,033.74",$186.30,0
6194-VNSVNZ-AEU,2,Female,77,10,20,Professional,No,Unmarried,1,"$80,000.00",0,1,Own,Domestic,"$19,300",26,No,No,Disc,27,No,28,No,No,No,No,Yes,No,Yes,0,57,$72.20,$832.56,$0.00,$0.00,$0.00,$0.00,$72.20,0
6198-DVIUDS-IK0,2,Female,23,17,0,Professional,No,Married,4,"$70,000.00",0,1,Own,Foreign,"$16,700",25,No,Yes,Visa,5,Yes,22,Yes,Yes,Yes,Yes,No,Yes,No,1,9,$13.20,$32.28,$208.20,$321.08,$189.00,$329.52,$410.40,1
6203-JLXPIJ-YQZ,5,Male,45,10,15,Labor,No,Married,5,"$88,000.00",1,1,Own,Foreign,"$30,900",39,Yes,No,Mast,27,Yes,13,No,No,No,No,No,No,No,0,62,$64.60,$813.48,$0.00,$0.00,$0.00,$0.00,$64.60,0
6208-WAHHPB-HU3,2,Male,51,16,6,Sales,No,Married,2,"$104,000.00",6,1,Own,Domestic,"$16,100",27,No,No,Mast,33,Yes,22,No,Yes,Yes,Yes,Yes,No,Yes,0,72,$141.80,"$2,024.92",$0.00,$0.00,$210.00,"$3,515.22",$351.80,1
6210-DHPOYZ-UQ7,4,Female,64,15,7,Sales,No,Unmarried,1,"$70,000.00",2,1,Own,Foreign,"$15,900",23,Yes,Yes,Mast,30,No,29,No,Yes,Yes,Yes,Yes,No,Yes,0,59,$149.60,"$1,730.92",$0.00,$0.00,$231.75,"$3,198.72",$381.35,1
6211-VQQMXY-VEY,4,Female,39,20,7,Service,No,Married,4,"$116,000.00",1,0,Own,Foreign,"$28,500",29,No,No,Visa,21,Yes,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,61,$40.20,$506.28,$185.20,"$2,305.08",$231.00,"$3,381.90",$456.40,1
6213-OTUVBZ-HEG,5,Male,36,18,5,Labor,No,Married,4,"$60,000.00",3,1,Lease,Foreign,"$9,500",18,Yes,No,AMEX,18,No,21,Yes,Yes,Yes,Yes,Yes,Yes,No,0,35,$41.60,$300.24,$152.20,$989.60,$245.50,"$1,966.92",$439.30,1
6214-XCMWPF-KII,3,Female,61,13,11,Professional,No,Unmarried,4,"$180,000.00",5,1,Own,Domestic,"$68,100",37,No,No,Mast,27,No,29,No,No,No,No,No,No,Yes,0,60,$49.60,$616.72,$0.00,$0.00,$0.00,$0.00,$49.60,0
6220-DNXMOB-3CJ,3,Female,75,16,8,Professional,No,Unmarried,1,"$56,000.00",3,0,Own,Foreign,"$12,300",26,No,Yes,Mast,4,Yes,18,Yes,No,No,No,No,Yes,No,1,5,$18.40,$13.72,$92.40,$67.44,$0.00,$0.00,$110.80,0
6225-IYEVGJ-SK3,4,Female,37,12,15,Labor,No,Unmarried,1,"$112,000.00",0,1,Lease,Foreign,"$32,500",28,No,No,Mast,19,Yes,20,No,No,No,Yes,Yes,No,Yes,0,71,$107.20,"$1,502.72",$0.00,$0.00,$0.00,$0.00,$107.20,0
6227-BPYCTY-MBT,4,Male,69,14,14,Sales,Yes,Unmarried,1,"$40,000.00",9,0,Own,Foreign,"$9,100",45,No,Yes,Disc,9,Yes,14,No,Yes,Yes,Yes,Yes,No,Yes,0,39,$29.00,$249.32,$0.00,$0.00,$139.75,"$1,288.74",$168.75,0
6229-LSKDEG-Y8X,3,Male,23,15,2,Service,No,Unmarried,1,"$62,000.00",0,0,Own,Foreign,"$19,400",28,No,Yes,AMEX,5,No,22,No,No,No,No,Yes,No,No,1,19,$29.00,$87.20,$0.00,$0.00,$0.00,$0.00,$29.00,0
6230-KFNEMJ-5BT,2,Male,19,13,0,Professional,No,Unmarried,3,"$40,000.00",3,0,Own,Foreign,"$7,400",39,No,No,Othe,2,Yes,16,Yes,No,Yes,Yes,No,Yes,No,0,4,$9.80,$11.40,$102.20,$58.68,$0.00,$0.00,$112.00,0
6231-FDXDHF-BI1,2,Female,66,9,25,Labor,Yes,Unmarried,1,"$20,000.00",5,1,Lease,Foreign,"$4,200",32,No,No,Othe,38,Yes,15,No,No,Yes,Yes,No,No,Yes,0,72,$80.80,"$1,178.12",$0.00,$0.00,$0.00,$0.00,$80.80,0
6231-NXTZXD-SOE,5,Female,60,15,12,Sales,No,Married,2,"$138,000.00",1,1,Own,Domestic,"$33,400",16,No,Yes,AMEX,36,No,13,Yes,No,No,No,Yes,Yes,No,0,67,$78.00,"$1,104.76",$167.60,"$2,135.56",$0.00,$0.00,$245.60,0
6231-VXDDMW-GJC,4,Male,59,14,7,Sales,No,Married,2,"$72,000.00",1,1,Own,Foreign,"$7,800",27,Yes,Yes,AMEX,8,No,19,No,No,No,No,No,No,No,0,21,$18.40,$86.80,$0.00,$0.00,$0.00,$0.00,$18.40,0
6233-HYDJPL-VLO,1,Female,47,12,9,Sales,No,Married,4,"$90,000.00",1,1,Lease,Foreign,"$30,900",28,No,Yes,Disc,25,Yes,19,Yes,No,No,No,No,Yes,Yes,0,56,$41.80,$450.24,$101.20,"$1,088.00",$0.00,$0.00,$143.00,0
6237-HYIFSZ-7BK,3,Male,18,13,0,Crafts,No,Married,5,"$26,000.00",5,1,NoCar,N/A,$0,28,No,Yes,AMEX,0,Yes,22,No,Yes,Yes,Yes,Yes,No,Yes,0,2,$71.00,$30.52,$0.00,$0.00,$188.75,$64.74,$259.75,0
6237-IDDHKI-H17,4,Male,49,17,5,Sales,No,Married,3,"$120,000.00",0,1,Own,Domestic,"$36,800",26,No,No,Disc,16,Yes,20,No,No,No,Yes,No,No,Yes,1,43,$72.80,$605.84,$0.00,$0.00,$0.00,$0.00,$72.80,0
6239-BRHQWQ-UQW,2,Female,33,20,5,Agriculture,No,Unmarried,1,"$154,000.00",1,1,Own,Foreign,"$94,800",24,No,Yes,Disc,6,Yes,19,Yes,Yes,Yes,Yes,Yes,Yes,No,1,12,$16.80,$20.88,$191.60,$437.56,$258.50,$695.52,$466.90,1
6240-MKSGHD-SNK,5,Male,74,12,35,Labor,Yes,Married,2,"$78,000.00",3,0,Own,Domestic,"$17,000",26,No,No,Mast,39,No,18,No,No,No,Yes,No,No,Yes,1,72,$245.80,"$3,476.00",$0.00,$0.00,$0.00,$0.00,$245.80,0
6242-AANTSC-5QW,1,Male,25,20,0,Professional,No,Unmarried,3,"$104,000.00",1,1,Lease,Foreign,"$24,300",16,Yes,Yes,Disc,1,No,18,Yes,No,No,No,No,Yes,No,1,4,$7.80,$11.36,$119.60,$86.08,$0.00,$0.00,$127.40,0
6243-SQPFJQ-NNQ,4,Female,57,11,30,Crafts,No,Unmarried,1,"$166,000.00",5,1,Own,Foreign,"$69,600",20,No,No,Othe,34,No,18,No,No,No,No,No,No,Yes,0,65,$102.80,"$1,341.64",$0.00,$0.00,$0.00,$0.00,$102.80,0
6246-GQGGGZ-BIB,2,Female,64,20,7,Sales,No,Married,2,"$144,000.00",6,0,NoCar,N/A,$0,32,No,Yes,Disc,17,Yes,16,No,Yes,Yes,Yes,Yes,No,No,0,33,$29.40,$227.04,$0.00,$0.00,$135.75,"$1,159.68",$165.15,0
6246-OOCHWY-D9H,4,Female,42,19,4,Sales,No,Unmarried,1,"$112,000.00",0,0,Own,Foreign,"$23,900",20,No,No,Disc,13,No,17,No,No,No,Yes,Yes,Yes,No,1,30,$18.00,$104.00,$0.00,$0.00,$0.00,$0.00,$18.00,0
6246-RCBEYK-ZRG,2,Female,30,14,1,Sales,No,Unmarried,1,"$60,000.00",2,1,Lease,Domestic,"$15,800",26,Yes,Yes,Mast,7,Yes,23,No,No,No,Yes,Yes,No,No,0,13,$18.20,$43.72,$0.00,$0.00,$0.00,$0.00,$18.20,0
6246-WBWHHS-GFB,4,Female,34,15,3,Sales,No,Unmarried,2,"$92,000.00",2,1,Own,Domestic,"$17,500",28,No,Yes,AMEX,14,Yes,20,No,No,No,Yes,Yes,No,No,0,31,$43.20,$283.56,$0.00,$0.00,$0.00,$0.00,$43.20,0
6249-XKBUFA-6KS,2,Male,63,12,19,Sales,Yes,Married,2,"$22,000.00",1,0,Lease,Domestic,"$4,200",28,Yes,Yes,Mast,5,No,0,No,No,No,No,No,No,No,0,39,$18.20,$107.88,$0.00,$0.00,$0.00,$0.00,$18.20,0
6250-LFTFQQ-LVV,3,Female,23,15,0,Sales,No,Married,6,"$28,000.00",1,1,Own,Foreign,"$6,400",36,No,No,Othe,2,Yes,13,No,No,No,No,No,Yes,No,1,3,$5.20,$2.44,$0.00,$0.00,$0.00,$0.00,$5.20,0
6252-CJKGDC-H6U,2,Male,26,12,2,Professional,No,Unmarried,1,"$36,000.00",1,1,Own,Domestic,"$8,500",24,No,No,Visa,8,Yes,12,Yes,No,No,Yes,No,Yes,Yes,0,51,$41.80,$450.00,$131.20,"$1,312.80",$0.00,$0.00,$173.00,0
6254-NPBPLQ-MN9,3,Male,41,11,9,Professional,No,Married,3,"$70,000.00",0,1,Lease,Domestic,"$24,000",20,No,No,Mast,23,Yes,22,No,Yes,Yes,Yes,Yes,Yes,Yes,1,66,$75.60,"$1,008.56",$0.00,$0.00,$186.75,"$3,105.60",$262.35,0
6254-ORDXSZ-8K4,5,Male,24,17,0,Sales,No,Unmarried,1,"$56,000.00",2,1,Lease,Domestic,"$13,100",23,Yes,No,Disc,6,Yes,12,No,Yes,Yes,Yes,No,Yes,Yes,0,29,$40.20,$262.60,$0.00,$0.00,$136.00,$913.62,$176.20,0
6254-RFUQRE-7QK,1,Male,43,12,13,Service,No,Unmarried,1,"$62,000.00",5,1,Own,Foreign,"$16,100",26,No,Yes,Disc,12,No,17,No,No,No,No,Yes,No,No,0,39,$15.60,$114.36,$0.00,$0.00,$0.00,$0.00,$15.60,0
6254-UBKFEY-KK7,2,Male,35,11,8,Crafts,No,Married,3,"$66,000.00",0,1,Own,Foreign,"$14,200",19,No,No,Visa,4,No,19,No,Yes,No,Yes,Yes,No,No,1,6,$14.80,$10.72,$0.00,$0.00,$96.00,$101.40,$110.80,0
6260-QQNXVJ-8B8,5,Male,32,18,2,Sales,No,Married,4,"$74,000.00",1,1,Own,Domestic,"$22,400",26,No,Yes,AMEX,14,No,25,No,No,No,No,No,Yes,No,0,22,$37.00,$159.76,$0.00,$0.00,$0.00,$0.00,$37.00,0
6264-AVAVJD-F9M,3,Male,43,14,13,Crafts,No,Married,6,"$100,000.00",0,1,Own,Foreign,"$14,000",31,No,No,Mast,10,Yes,14,No,No,No,Yes,Yes,No,No,0,22,$29.60,$122.92,$0.00,$0.00,$0.00,$0.00,$29.60,0
6265-TRTEVP-RH1,2,Female,30,16,4,Service,No,Married,5,"$50,000.00",0,1,Own,Domestic,"$12,400",26,No,No,Mast,1,No,22,Yes,No,No,No,No,Yes,No,0,5,$20.60,$16.68,$85.20,$76.84,$0.00,$0.00,$105.80,0
6266-JGJIFD-CV3,2,Male,26,17,1,Labor,No,Unmarried,2,"$66,000.00",0,1,Own,Foreign,"$18,800",15,No,Yes,Visa,2,Yes,22,Yes,Yes,Yes,No,No,Yes,No,0,4,$17.80,$8.76,$140.60,$74.56,$184.00,$121.02,$342.40,1
6266-RLDNCR-J7Y,4,Female,69,14,32,Labor,Yes,Unmarried,1,"$166,000.00",0,1,NoCar,N/A,$0,30,No,No,Visa,16,No,17,Yes,No,No,No,No,Yes,No,0,41,$43.80,$371.88,$124.80,$952.08,$0.00,$0.00,$168.60,0
6266-RPFUST-N4B,3,Female,54,19,6,Sales,No,Married,3,"$118,000.00",1,1,Own,Domestic,"$33,500",34,No,Yes,Disc,22,No,16,Yes,Yes,No,No,No,Yes,No,0,33,$25.60,$166.80,$111.20,$675.36,$89.00,$671.58,$225.80,0
6269-CNSEKH-JCD,1,Male,63,15,7,Sales,Yes,Unmarried,1,"$36,000.00",2,1,Own,Foreign,"$9,100",27,No,No,Mast,6,Yes,18,No,No,No,Yes,Yes,No,No,0,14,$23.80,$65.52,$0.00,$0.00,$0.00,$0.00,$23.80,0
6271-UTJWZZ-W2J,3,Female,77,21,7,Sales,Yes,Unmarried,1,"$26,000.00",1,1,NoCar,N/A,$0,23,Yes,No,AMEX,22,No,21,Yes,No,No,No,No,Yes,No,1,47,$45.40,$416.80,$117.40,"$1,036.08",$0.00,$0.00,$162.80,0
6272-XHEHQD-H5E,5,Female,32,15,5,Service,No,Unmarried,2,"$60,000.00",1,0,Own,Foreign,"$19,400",34,Yes,Yes,AMEX,2,Yes,13,Yes,Yes,Yes,Yes,Yes,Yes,No,0,2,$10.60,$4.24,$111.00,$34.56,$92.75,$25.02,$214.35,0
6273-OWSFIY-CD1,3,Female,42,11,13,Professional,No,Unmarried,1,"$86,000.00",2,0,Own,Foreign,"$17,800",21,Yes,Yes,Visa,3,Yes,20,No,No,No,No,No,No,No,1,3,$10.60,$4.92,$0.00,$0.00,$0.00,$0.00,$10.60,0
6274-WKNKWX-AKM,2,Female,75,9,32,Labor,Yes,Married,2,"$70,000.00",0,0,Own,Domestic,"$13,000",20,No,Yes,Othe,32,No,12,No,No,No,Yes,Yes,No,Yes,0,64,$56.40,$769.48,$0.00,$0.00,$0.00,$0.00,$56.40,0
6276-FTSUTE-KD3,3,Female,29,16,2,Service,No,Unmarried,5,"$132,000.00",6,1,Own,Foreign,"$38,800",17,Yes,No,Mast,11,Yes,25,Yes,Yes,Yes,No,Yes,Yes,Yes,1,27,$26.60,$164.08,$214.60,"$1,143.68",$200.25,"$1,245.60",$441.45,1
6280-AVXEUM-SFZ,4,Female,28,19,1,Professional,No,Unmarried,2,"$76,000.00",9,0,Own,Foreign,"$17,100",21,No,No,Disc,2,No,13,Yes,Yes,Yes,Yes,Yes,Yes,No,0,5,$13.60,$17.12,$213.20,$165.36,$258.50,$272.16,$485.30,1
6280-AWEJDI-TNU,4,Male,67,13,8,Sales,No,Married,2,"$92,000.00",2,1,NoCar,N/A,$0,32,No,Yes,AMEX,39,Yes,22,No,Yes,Yes,Yes,Yes,No,Yes,1,71,$67.20,$943.40,$0.00,$0.00,$189.75,"$3,086.64",$256.95,0
6281-YXHVKP-VKM,3,Female,60,17,22,Labor,Yes,Married,2,"$40,000.00",0,1,Own,Foreign,"$9,500",22,Yes,Yes,AMEX,26,No,25,Yes,No,No,No,No,No,Yes,1,58,$72.40,$819.16,$96.00,"$1,188.84",$0.00,$0.00,$168.40,0
6282-LMTRRV-TTL,3,Male,26,12,5,Crafts,No,Married,3,"$58,000.00",0,1,Own,Domestic,"$11,400",27,Yes,Yes,Mast,2,Yes,0,No,No,No,No,No,Yes,No,0,4,$25.20,$23.08,$0.00,$0.00,$0.00,$0.00,$25.20,0
6284-TQRXAR-KJP,4,Male,78,7,12,Sales,Yes,Unmarried,1,"$32,000.00",2,0,Own,Domestic,"$5,500",31,Yes,Yes,Visa,14,Yes,22,No,No,No,Yes,Yes,No,No,1,27,$69.00,$401.08,$0.00,$0.00,$0.00,$0.00,$69.00,0
6287-SGPLGC-693,1,Male,23,18,0,Sales,No,Unmarried,2,"$168,000.00",0,0,Own,Foreign,"$35,700",21,Yes,Yes,Visa,3,No,19,Yes,No,No,No,No,Yes,No,1,10,$23.20,$51.52,$86.00,$163.60,$0.00,$0.00,$109.20,0
6288-ATESMS-YXJ,3,Female,47,17,5,Sales,No,Married,4,"$88,000.00",3,1,NoCar,N/A,$0,27,Yes,Yes,Visa,23,No,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,47,$66.20,$583.56,$228.60,"$2,136.36",$290.25,"$3,234.00",$585.05,1
6288-TNYHFD-YG4,1,Male,65,19,6,Sales,Yes,Unmarried,1,"$18,000.00",0,0,NoCar,N/A,$0,19,No,Yes,Visa,9,No,0,Yes,No,Yes,No,No,Yes,No,0,20,$14.40,$38.60,$98.20,$372.12,$0.00,$0.00,$112.60,0
6289-YVKMBB-CXK,4,Female,27,11,3,Service,No,Married,4,"$42,000.00",6,1,Own,Domestic,"$11,100",22,Yes,No,Visa,1,Yes,16,No,No,No,No,No,No,No,0,1,$12.80,$2.56,$0.00,$0.00,$0.00,$0.00,$12.80,0
6292-NRQEAR-DJ2,1,Female,44,14,15,Labor,No,Married,2,"$160,000.00",2,1,Own,Foreign,"$33,500",27,Yes,Yes,Mast,11,No,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,33,$46.40,$322.88,$170.80,"$1,098.04",$157.75,"$1,177.62",$374.95,1
6293-NYPJDV-O0P,5,Male,77,14,31,Crafts,Yes,Unmarried,1,"$38,000.00",1,0,Lease,Domestic,"$10,700",28,No,No,Visa,28,No,23,No,No,No,No,No,No,Yes,0,50,$49.20,$515.72,$0.00,$0.00,$0.00,$0.00,$49.20,0
6297-YLBVQR-CWT,3,Female,24,11,2,Professional,No,Married,4,"$34,000.00",0,0,NoCar,N/A,$0,32,No,Yes,Mast,6,No,0,No,No,No,Yes,No,No,Yes,0,13,$19.80,$50.60,$0.00,$0.00,$0.00,$0.00,$19.80,0
6299-IMFAQU-EAQ,5,Female,27,16,1,Sales,No,Unmarried,1,"$42,000.00",0,0,Own,Foreign,"$11,600",26,No,No,Visa,6,No,20,Yes,Yes,No,No,No,Yes,No,0,21,$7.80,$43.20,$113.20,$428.60,$112.00,$525.90,$233.00,0
6301-JHWLOH-5VB,4,Female,34,11,8,Professional,No,Married,5,"$128,000.00",0,1,Lease,Foreign,"$33,000",21,No,Yes,Visa,12,Yes,25,No,No,No,Yes,Yes,No,Yes,0,28,$35.20,$223.16,$0.00,$0.00,$0.00,$0.00,$35.20,0
6305-ZYYSKB-Q3G,5,Male,32,18,1,Sales,No,Unmarried,1,"$70,000.00",0,1,NoCar,N/A,$0,17,No,No,AMEX,7,No,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,15,$23.00,$55.12,$193.00,$564.00,$192.25,$685.68,$408.25,1
6308-REILUL-K6N,3,Male,54,22,11,Professional,No,Married,2,"$642,000.00",2,1,Own,Foreign,"$86,300",25,No,Yes,Disc,21,No,18,Yes,Yes,Yes,Yes,Yes,Yes,No,0,46,$36.60,$351.04,$335.60,"$3,108.88",$521.25,"$5,523.78",$893.45,1
6309-HRNBPZ-565,4,Female,55,15,10,Sales,No,Unmarried,1,"$98,000.00",0,1,NoCar,N/A,$0,37,No,No,AMEX,20,No,15,No,No,Yes,Yes,Yes,No,No,0,52,$28.80,$298.44,$0.00,$0.00,$0.00,$0.00,$28.80,0
6310-RDCRWA-S03,4,Male,35,18,5,Service,No,Unmarried,1,"$100,000.00",0,0,NoCar,N/A,$0,20,Yes,Yes,Visa,8,Yes,21,Yes,Yes,Yes,Yes,Yes,No,No,0,30,$50.40,$300.76,$166.60,$961.40,$145.75,$949.62,$362.75,1
6311-CWVIVQ-NWL,4,Male,32,16,4,Professional,No,Unmarried,1,"$122,000.00",0,1,Own,Foreign,"$72,200",20,No,Yes,Disc,14,No,21,Yes,No,No,No,Yes,Yes,No,0,41,$34.60,$273.20,$141.40,"$1,096.00",$0.00,$0.00,$176.00,0
6312-ESUBSO-2JB,3,Male,48,16,14,Labor,No,Married,2,"$172,000.00",13,1,Own,Domestic,"$37,100",19,Yes,Yes,Disc,30,No,22,No,No,No,Yes,No,No,Yes,1,65,$85.40,"$1,102.48",$0.00,$0.00,$0.00,$0.00,$85.40,0
6314-VIYBHY-P71,5,Male,20,15,0,Professional,No,Unmarried,4,"$50,000.00",7,0,Own,Domestic,"$18,500",38,Yes,Yes,Mast,2,Yes,18,Yes,Yes,Yes,Yes,Yes,Yes,No,1,9,$21.40,$35.16,$203.00,$357.16,$190.25,$327.60,$414.65,1
6318-BGRJVF-P5F,4,Male,23,9,2,Professional,No,Married,3,"$30,000.00",1,0,Own,Domestic,"$10,300",23,No,No,Mast,5,No,18,No,No,No,No,No,No,Yes,0,49,$40.80,$404.24,$0.00,$0.00,$0.00,$0.00,$40.80,0
6318-GJXIZZ-26J,5,Female,73,20,13,Professional,No,Unmarried,1,"$154,000.00",9,1,NoCar,N/A,$0,32,No,Yes,Mast,22,Yes,14,Yes,Yes,Yes,Yes,Yes,Yes,No,0,49,$42.00,$420.76,$225.00,"$2,209.32",$239.00,"$2,800.02",$506.00,1
6319-CCXCLW-7UL,5,Male,44,14,6,Sales,No,Unmarried,1,"$64,000.00",0,0,Own,Domestic,"$13,000",21,Yes,No,AMEX,10,Yes,29,Yes,Yes,Yes,Yes,Yes,No,No,0,22,$52.80,$216.16,$153.00,$654.64,$213.75,"$1,107.42",$419.55,1
6320-XCYEGF-4VT,2,Male,29,13,6,Labor,No,Unmarried,1,"$48,000.00",5,0,NoCar,N/A,$0,23,Yes,No,Disc,4,No,21,No,No,No,No,No,No,No,0,7,$22.40,$35.80,$0.00,$0.00,$0.00,$0.00,$22.40,0
6321-DYNLMT-HZO,2,Female,26,13,5,Labor,No,Married,5,"$42,000.00",0,1,Own,Foreign,"$18,500",28,No,No,Disc,4,Yes,16,Yes,Yes,Yes,Yes,Yes,Yes,No,1,15,$14.20,$38.92,$185.80,$598.64,$172.25,$515.52,$372.25,1
6322-BPCXEI-Q4D,1,Female,46,16,4,Sales,No,Unmarried,1,"$112,000.00",1,0,Own,Domestic,"$28,400",27,Yes,No,AMEX,9,No,19,No,No,No,No,No,No,No,0,30,$35.00,$215.16,$0.00,$0.00,$0.00,$0.00,$35.00,0
6322-DUQEUQ-8TQ,4,Female,24,16,1,Professional,No,Unmarried,1,"$28,000.00",0,0,Lease,Domestic,"$7,100",33,No,Yes,Mast,7,Yes,19,Yes,Yes,Yes,Yes,Yes,Yes,No,0,19,$28.20,$103.28,$169.60,$581.80,$140.00,$679.08,$337.80,1
6323-UYGGYL-ST1,2,Female,38,21,5,Professional,No,Unmarried,1,"$74,000.00",13,0,Own,Foreign,"$20,100",37,No,Yes,AMEX,7,Yes,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,16,$47.80,$146.40,$184.20,$513.76,$187.50,$640.44,$419.50,1
6326-NLSAHF-9WY,4,Male,33,20,1,Sales,No,Married,3,"$110,000.00",2,1,Own,Foreign,"$17,200",25,No,No,Disc,15,Yes,22,Yes,Yes,Yes,No,No,Yes,Yes,0,62,$41.80,$531.48,$193.20,"$2,349.12",$292.50,"$4,396.74",$527.50,1
6332-JQECZD-WLF,3,Male,79,11,37,Labor,Yes,Unmarried,1,"$34,000.00",0,0,NoCar,N/A,$0,32,Yes,Yes,Othe,36,Yes,20,No,No,No,Yes,Yes,No,Yes,0,68,$46.80,$621.08,$0.00,$0.00,$0.00,$0.00,$46.80,0
6334-TMKRLS-3XA,2,Female,49,14,14,Professional,No,Unmarried,1,"$181,000.00",7,1,Own,Domestic,"$87,600",23,No,No,Visa,26,No,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,62,$89.80,"$1,129.60",$204.80,"$2,507.36",$273.50,"$4,106.10",$568.10,1
6337-DWJYHK-QJE,5,Male,67,20,12,Professional,No,Unmarried,1,"$130,000.00",4,1,Own,Domestic,"$89,400",33,Yes,No,AMEX,9,Yes,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,37,$32.00,$231.80,$177.00,"$1,227.80",$232.50,"$1,895.22",$441.50,1
6337-NZXFWD-N86,5,Male,34,19,1,Sales,No,Married,5,"$72,000.00",0,1,Own,Domestic,"$28,900",25,No,No,Disc,15,No,20,No,Yes,Yes,Yes,Yes,No,No,1,30,$29.60,$147.12,$0.00,$0.00,$177.00,"$1,206.06",$206.60,0
6340-RNSKSA-Q6S,2,Male,42,11,7,Professional,No,Unmarried,1,"$80,000.00",3,0,Own,Foreign,"$19,500",20,No,No,Disc,14,Yes,29,No,No,No,Yes,Yes,No,Yes,0,35,$32.00,$212.92,$0.00,$0.00,$0.00,$0.00,$32.00,0
6343-MDDJHT-XZJ,5,Female,74,9,26,Professional,No,Unmarried,1,"$124,000.00",4,1,Own,Domestic,"$33,300",19,No,No,Disc,40,No,14,No,No,No,Yes,No,No,Yes,1,72,$155.60,"$2,219.96",$0.00,$0.00,$0.00,$0.00,$155.60,0
