CustomerID,Region,Gender,Age,Education_Years,Employment_Years,Job_Category,Retired,Marital_Status,Household_Size,Household_Income,Number_Pets,Home_Owner,Car_Ownership,Car_Brand,Car_Value,Commute_Distance,Political_Party,Votes,Credit_Card,Credit_Card_Tenure,Active_Lifestyle,TV_Watching_Hours,Streaming_Svcs,Wireless_Internet,Smart_Phone,Twitter_Acct,LinkedIn_Acct,Facebook_Acct,News_Subscriber,Coupon_Redemption,Brand_Tenure_Months,Monthly_Spend_ProductA,Cumulative_Spend_ProductA,Monthly_Spend_ProductB,Cumulative_Spend_ProductB,Monthly_Spend_ProductC,Cumulative_Spend_ProductC,Total_Avg_Monthly_Spend,High_Value_Customer
4901-HTMNYZ-I0V,4,Female,34,14,3,Professional,0,Married,3,50000.0,1,1,Own,Foreign,11000,30,1,1,Disc,17,1,27,0,0,1,1,1,0,1,0,63,58.6,734.36,0.0,0.0,0.0,0.0,58.6,0
4902-PMEVQC-TJG,1,Male,63,16,7,Professional,0,Married,2,104000.0,1,1,Own,Foreign,25700,18,0,1,Amex,20,0,14,1,0,0,0,0,1,0,1,61,91.4,1143.0,163.4,1909.6,0.0,0.0,254.8,0
4902-YZQJLK-X9Y,2,Female,54,16,5,Sales,0,Married,2,84000.0,3,1,Own,Foreign,17300,21,0,1,Amex,13,0,19,1,0,0,0,0,1,0,0,31,21.4,126.44,112.8,650.36,0.0,0.0,134.2,0
4906-THEIFB-0OI,4,Female,77,13,11,Sales,1,Married,2,18000.0,1,1,Lease,Foreign,3900,28,0,0,Mast,27,1,0,0,0,0,1,1,0,1,0,58,41.6,478.48,0.0,0.0,0.0,0.0,41.6,0
4912-DJHONI-IRD,3,Male,67,11,8,Professional,0,Married,2,114000.0,1,1,Own,Foreign,33700,29,0,0,Mast,30,1,21,0,0,0,1,0,0,0,0,48,64.0,613.64,0.0,0.0,0.0,0.0,64.0,0
4913-UWTCXB-PGD,2,Male,34,17,5,Service,0,Unmarried,1,130000.0,0,0,Own,Foreign,38900,22,0,0,Disc,11,1,23,0,1,1,1,1,0,0,0,42,32.6,298.44,0.0,0.0,109.25,1120.68,141.85,0
4918-WTXQYZ-284,5,Male,20,13,0,Sales,0,Unmarried,3,36000.0,4,1,Own,Foreign,9200,25,0,0,Amex,2,1,15,0,0,0,1,1,1,1,0,32,73.0,447.72,0.0,0.0,0.0,0.0,73.0,0
4922-CZOOJF-PSK,4,Male,36,15,4,Professional,0,Married,4,110000.0,8,1,Own,Foreign,23800,25,1,0,Amex,17,1,21,0,1,1,1,1,0,1,0,25,26.6,120.72,0.0,0.0,172.25,1040.1,198.85,0
4923-DBKSJV-D3H,4,Female,45,19,10,Service,0,Married,2,164000.0,0,0,Own,Foreign,50500,19,0,1,Visa,8,1,20,1,0,0,0,0,0,0,1,14,9.0,19.72,125.4,350.6,0.0,0.0,134.4,0
4928-BUGNTT-U3N,1,Female,26,10,6,Labor,0,Unmarried,1,32000.0,0,0,Own,Domestic,5400,25,0,0,Visa,8,1,16,0,0,0,0,1,0,0,0,25,28.6,144.84,0.0,0.0,0.0,0.0,28.6,0
4932-WLESZG-CWJ,4,Female,37,8,3,Sales,0,Unmarried,1,38000.0,0,1,Lease,Foreign,10000,33,0,0,Othe,1,0,25,0,0,0,0,1,0,0,0,5,6.4,8.48,0.0,0.0,0.0,0.0,6.4,0
4935-IATXSB-KUU,5,Female,54,13,25,Crafts,0,Unmarried,1,145000.0,3,1,Own,Foreign,73200,30,0,1,Mast,36,0,18,0,0,0,0,0,0,1,0,67,68.6,985.6,0.0,0.0,0.0,0.0,68.6,0
4937-JHLEVY-DXO,4,Male,22,17,0,Labor,0,Unmarried,1,26000.0,8,1,Lease,Domestic,8200,26,0,1,Disc,4,1,19,1,0,0,0,0,1,1,0,30,35.6,207.04,98.4,620.04,0.0,0.0,134.0,0
4939-CRZXAA-KYV,2,Female,18,13,0,Sales,0,Married,3,36000.0,0,0,Own,Foreign,10700,24,1,1,Mast,0,1,24,1,0,0,0,0,1,0,0,9,20.4,33.12,85.4,132.24,0.0,0.0,105.8,0
4939-KCMADL-HLM,3,Female,78,16,18,Sales,1,Married,2,64000.0,9,0,Lease,Domestic,14800,22,0,0,Visa,19,0,20,0,1,1,1,1,0,0,0,39,27.0,187.8,0.0,0.0,161.0,1468.86,188.0,0
4939-TZOPZK-YAH,3,Male,22,17,0,Labor,0,Married,3,72000.0,2,1,Own,Domestic,13800,21,0,0,Visa,4,1,16,0,0,0,1,1,0,1,0,40,32.8,264.64,0.0,0.0,0.0,0.0,32.8,0
4940-QFBTLJ-WXO,2,Female,49,15,2,Sales,0,Married,2,118000.0,7,0,Own,Domestic,30100,29,0,1,Visa,4,1,20,1,1,1,0,1,1,0,0,16,32.8,101.16,146.0,410.8,132.75,472.02,311.55,1
4941-MQVIEA-MT1,2,Female,19,14,0,Sales,0,Married,4,48000.0,5,1,Own,Domestic,10900,17,0,0,Mast,1,1,20,0,1,1,1,1,1,1,0,23,66.4,277.84,0.0,0.0,276.75,1432.14,343.15,1
4944-ITFWMY-KDC,4,Male,66,13,19,Labor,1,Married,3,46000.0,1,1,Own,Domestic,17800,28,0,0,Visa,36,1,19,0,0,0,0,1,0,1,0,70,135.0,1967.04,0.0,0.0,0.0,0.0,135.0,0
4946-CFCJVA-ZA8,4,Female,45,18,2,Sales,0,Married,4,64000.0,4,1,Own,Foreign,7500,18,1,1,Visa,1,1,22,0,1,0,1,1,1,0,0,6,17.2,25.0,0.0,0.0,94.75,114.06,111.95,0
4947-RJJEDN-7RN,5,Female,73,12,8,Sales,0,Married,2,42000.0,1,1,Own,Domestic,9700,35,0,1,Visa,30,1,17,0,0,0,0,0,0,1,0,55,79.2,823.64,0.0,0.0,0.0,0.0,79.2,0
4948-AKXWUE-3KV,5,Female,68,15,23,Service,0,Married,2,144000.0,1,1,Own,Foreign,79200,34,0,0,Amex,40,1,22,0,0,0,0,0,0,1,0,72,297.8,4379.4,0.0,0.0,0.0,0.0,297.8,1
4952-HCKAVS-FFY,3,Female,28,13,1,Professional,0,Married,3,154000.0,2,1,Own,Foreign,26400,31,0,0,Disc,11,0,25,1,1,1,1,1,1,1,0,17,20.8,65.48,172.8,534.0,208.75,790.92,402.35,1
4952-HQNBEK-KCJ,2,Female,37,11,12,Service,0,Unmarried,1,114000.0,2,1,Own,Domestic,30900,30,0,1,Mast,19,1,20,0,0,0,0,0,0,1,1,63,56.0,773.4,0.0,0.0,0.0,0.0,56.0,0
4956-VDMHXW-GKS,5,Male,57,14,6,Sales,0,Unmarried,1,58000.0,2,1,Lease,Foreign,19100,32,0,0,Disc,21,0,24,0,0,0,0,1,0,1,1,32,56.4,310.76,0.0,0.0,0.0,0.0,56.4,0
4959-NYYXHA-GMN,2,Female,23,16,0,Agriculture,0,Married,3,70000.0,0,0,Own,Domestic,23200,35,1,0,Mast,3,1,18,1,1,1,0,1,0,0,0,14,27.8,80.36,162.6,378.28,136.0,487.38,326.4,1
4963-FYGOYY-9XE,5,Male,35,14,12,Labor,0,Unmarried,1,118000.0,6,0,Own,Foreign,23500,21,0,0,Disc,17,0,21,0,0,0,0,0,0,1,0,40,51.0,386.28,0.0,0.0,0.0,0.0,51.0,0
4965-JBQTXL-X2C,5,Female,19,14,0,Sales,0,Married,3,28000.0,0,1,Own,Domestic,8900,28,0,0,Visa,1,1,20,0,0,0,0,0,1,0,0,7,18.6,20.96,0.0,0.0,0.0,0.0,18.6,0
4967-ODLSCM-0BB,1,Female,77,10,40,Labor,1,Unmarried,1,20000.0,10,0,Lease,Domestic,5000,21,1,0,Mast,27,0,24,0,0,0,0,0,0,1,0,44,37.4,322.8,0.0,0.0,0.0,0.0,37.4,0
4971-IVMCPY-04B,3,Male,77,15,5,Sales,1,Married,2,26000.0,1,0,Own,Foreign,7000,26,1,1,Amex,38,0,23,0,0,0,0,0,0,1,0,69,126.8,1851.68,0.0,0.0,0.0,0.0,126.8,0
4973-FHPBZQ-AAA,3,Male,55,14,23,Service,0,Unmarried,1,160000.0,9,1,Own,Domestic,35000,25,0,0,Visa,21,0,25,0,0,0,0,0,0,1,1,47,49.0,419.52,0.0,0.0,0.0,0.0,49.0,0
4973-RSFUIB-TK5,5,Female,68,13,17,Professional,1,Unmarried,1,100000.0,0,0,Own,Foreign,31900,30,1,1,Visa,31,0,17,0,0,0,0,0,0,1,0,60,41.8,457.92,0.0,0.0,0.0,0.0,41.8,0
4974-FUBHDF-Z7L,3,Female,77,15,26,Professional,1,Unmarried,1,22000.0,2,1,Own,Domestic,3100,21,1,0,Visa,39,1,23,0,0,0,1,1,0,1,1,72,357.8,5196.56,0.0,0.0,0.0,0.0,357.8,1
4979-WSWKYV-BSV,2,Female,44,15,7,Service,0,Unmarried,1,62000.0,12,0,Own,Foreign,13500,21,0,1,Amex,21,0,24,0,0,0,0,0,0,0,1,52,49.0,503.64,0.0,0.0,0.0,0.0,49.0,0
4984-ERRGVF-1YB,1,Female,55,17,4,Professional,0,Unmarried,1,192000.0,3,1,Own,Foreign,67000,16,0,0,Disc,6,1,20,0,0,0,1,0,1,0,0,16,52.6,186.56,0.0,0.0,0.0,0.0,52.6,0
4984-TXTWMO-IL1,3,Male,28,13,2,Sales,0,Married,6,60000.0,8,0,Lease,Foreign,13800,29,0,1,Mast,3,1,22,1,0,0,0,0,1,0,0,9,13.0,23.0,100.2,163.88,0.0,0.0,113.2,0
4984-UXTAXZ-EJ4,2,Female,44,19,0,Sales,0,Unmarried,1,82000.0,2,1,Own,Foreign,25600,21,0,0,Amex,3,0,19,0,0,0,0,0,1,0,0,9,16.6,32.96,0.0,0.0,0.0,0.0,16.6,0
4986-PXVYOM-S94,5,Male,63,19,18,Labor,0,Married,2,163000.0,4,1,Own,Domestic,95700,31,0,1,Amex,33,0,13,0,0,0,0,0,0,1,1,67,122.4,1597.4,0.0,0.0,0.0,0.0,122.4,0
4987-QHPGRQ-73G,1,Female,24,19,0,Professional,0,Married,4,46000.0,5,0,Own,Domestic,9800,33,0,1,Mast,6,1,20,1,1,1,1,1,1,1,0,47,59.4,533.92,155.4,1432.48,185.25,2115.66,400.05,1
4990-EVYZVC-LXC,5,Female,32,16,1,Sales,0,Unmarried,1,60000.0,0,0,Lease,Foreign,15800,19,1,1,Disc,5,0,23,0,0,0,0,0,0,0,0,12,20.6,42.32,0.0,0.0,0.0,0.0,20.6,0
4991-FBLNBW-UZK,3,Female,25,15,2,Professional,0,Married,4,64000.0,0,1,Lease,Domestic,21400,23,1,0,Disc,8,1,21,0,0,0,0,0,0,0,1,16,24.8,83.84,0.0,0.0,0.0,0.0,24.8,0
4992-SKSPGD-T2A,5,Male,69,9,37,Labor,1,Married,2,58000.0,10,0,Own,Foreign,15900,26,1,0,Disc,37,0,30,0,0,0,0,1,0,1,0,70,145.4,1922.4,0.0,0.0,0.0,0.0,145.4,0
4995-LHPQCW-XK1,4,Female,67,12,33,Labor,0,Unmarried,1,193000.0,0,0,Own,Domestic,86000,30,1,1,Disc,39,1,20,0,0,0,1,1,0,1,0,71,60.8,883.32,0.0,0.0,0.0,0.0,60.8,0
4997-OVXAFM-Z5B,1,Male,53,16,6,Professional,0,Married,3,114000.0,3,0,Own,Foreign,25100,25,0,0,Disc,35,1,23,0,0,0,1,1,0,0,0,71,284.2,3948.0,0.0,0.0,0.0,0.0,284.2,1
4998-OOSKXP-SXP,3,Female,63,14,3,Sales,0,Unmarried,1,62000.0,0,1,Own,Foreign,13600,24,0,0,Mast,32,0,21,1,0,1,0,0,1,0,0,64,36.0,437.12,116.2,1453.28,0.0,0.0,152.2,0
5001-IFDTJX-GDY,5,Female,59,13,5,Sales,0,Married,2,134000.0,1,1,Own,Domestic,24600,32,0,1,Disc,8,1,32,0,0,0,1,1,0,1,0,17,27.2,96.8,0.0,0.0,0.0,0.0,27.2,0
5003-ZQFOQH-IYJ,2,Male,58,12,3,Sales,0,Unmarried,1,62000.0,1,1,Own,Foreign,15400,25,0,0,Amex,30,0,16,0,0,0,1,1,0,1,0,60,92.8,1116.52,0.0,0.0,0.0,0.0,92.8,0
5004-SWJVRC-G3T,1,Male,44,17,17,Labor,0,Unmarried,1,120000.0,11,0,Own,Foreign,33900,21,1,0,Disc,24,0,25,1,0,0,0,0,1,1,0,59,85.2,997.04,134.8,1625.64,0.0,0.0,220.0,0
5006-BNNHTO-OTT,2,Male,49,12,2,Sales,0,Unmarried,1,76000.0,4,1,Own,Foreign,17300,15,0,0,Disc,29,1,19,0,0,0,0,0,0,0,0,53,50.8,517.8,0.0,0.0,0.0,0.0,50.8,0
5007-HXEVVL-NW5,3,Female,48,14,14,Professional,0,Married,2,166000.0,7,1,Own,Foreign,36000,26,1,0,Disc,12,1,22,1,1,1,1,1,1,0,0,37,22.4,176.96,199.4,1509.36,250.0,2052.18,471.8,1
5008-XQDMYC-I6U,4,Female,60,8,25,Service,0,Married,2,160000.0,2,1,Lease,Foreign,37000,11,1,1,Disc,39,0,30,0,1,0,1,1,0,1,0,72,182.4,2523.6,0.0,0.0,212.5,3589.86,394.9,1
5009-KBMNIF-ZA4,2,Male,56,14,4,Professional,0,Unmarried,1,56000.0,10,0,Own,Domestic,13200,31,0,1,Amex,8,1,22,1,0,0,0,0,1,0,0,23,31.6,142.68,89.0,401.6,0.0,0.0,120.6,0
5015-IYTEBF-TB1,4,Female,33,22,2,Professional,0,Married,2,66000.0,5,0,Own,Foreign,15600,25,0,1,Amex,11,1,16,1,0,1,0,0,1,1,0,31,20.2,145.84,126.0,751.04,0.0,0.0,146.2,0
5017-FIGTNG-G1E,4,Male,31,20,3,Service,0,Unmarried,1,64000.0,11,0,Own,Domestic,15800,25,0,0,Amex,13,0,27,1,0,0,0,0,1,0,0,35,32.0,227.32,75.2,525.4,0.0,0.0,107.2,0
5022-HSDDTP-CPJ,1,Female,34,16,1,Sales,0,Married,5,58000.0,1,1,Own,Domestic,13800,18,0,0,Visa,11,0,22,1,0,0,0,0,1,1,1,31,22.2,159.28,118.6,680.88,0.0,0.0,140.8,0
5022-QONSSH-Q4O,4,Male,41,15,2,Sales,0,Married,2,132000.0,0,1,Own,Foreign,35600,36,0,0,Mast,20,1,17,0,0,0,0,0,0,1,1,44,59.0,495.84,0.0,0.0,0.0,0.0,59.0,0
5023-JCJQTK-DF3,3,Male,56,12,14,Sales,0,Unmarried,1,156000.0,3,0,Own,Foreign,32500,19,0,1,Visa,32,0,17,0,0,0,1,1,0,1,1,68,173.2,2342.0,0.0,0.0,0.0,0.0,173.2,0
5023-ODJCVE-0NJ,2,Male,65,11,4,Sales,0,Married,3,42000.0,5,0,Lease,Foreign,8300,30,1,0,Mast,16,1,21,1,0,0,0,0,1,0,1,37,35.6,282.8,96.6,729.04,0.0,0.0,132.2,0
5025-ICIWXS-G6Z,4,Male,30,14,1,Sales,0,Unmarried,2,130000.0,1,0,Own,Domestic,30700,36,0,0,Amex,12,1,30,0,0,0,1,1,0,1,0,34,32.6,226.56,0.0,0.0,0.0,0.0,32.6,0
5026-CWHYKT-2YX,5,Female,45,10,15,Professional,0,Unmarried,1,176000.0,0,1,Own,Foreign,40000,29,0,0,Visa,6,1,17,0,0,0,0,0,0,1,0,19,25.0,96.04,0.0,0.0,0.0,0.0,25.0,0
5028-UEGZHI-TT1,2,Female,31,18,2,Professional,0,Married,5,66000.0,0,1,Own,Foreign,18100,15,1,1,Disc,2,0,28,1,0,0,0,0,0,0,0,9,14.6,17.04,119.4,231.4,0.0,0.0,134.0,0
5033-ZFUSQS-D1B,5,Female,27,17,1,Professional,0,Unmarried,1,66000.0,0,1,Own,Domestic,17700,34,0,0,Amex,9,0,22,1,1,1,1,1,1,0,0,12,18.0,37.24,174.2,396.0,204.25,528.3,396.45,1
5035-GDWYRU-MLN,1,Female,54,11,13,Professional,0,Married,2,124000.0,3,0,Own,Foreign,38600,26,1,0,Visa,17,1,12,0,0,0,1,1,0,0,1,42,33.4,287.2,0.0,0.0,0.0,0.0,33.4,0
5036-DRSPSS-P3X,4,Male,30,15,5,Crafts,0,Unmarried,3,80000.0,1,0,Own,Domestic,26000,27,1,0,Disc,12,0,34,0,0,0,0,0,0,1,0,58,158.0,1904.36,0.0,0.0,0.0,0.0,158.0,0
5037-FSOOKX-C27,4,Female,52,13,10,Sales,0,Unmarried,1,120000.0,8,1,Own,Domestic,25200,23,0,1,Mast,23,0,30,0,0,0,0,0,0,1,0,50,52.2,520.6,0.0,0.0,0.0,0.0,52.2,0
5038-OHOZBS-PJD,1,Female,34,14,6,Professional,0,Unmarried,1,128000.0,5,1,Own,Domestic,31700,20,1,0,Mast,16,1,21,0,1,1,1,1,1,1,0,58,63.8,678.36,0.0,0.0,248.25,3548.4,312.05,1
5040-CLPJWX-5TO,1,Male,71,17,12,Sales,0,Married,2,103000.0,4,1,Own,Domestic,36000,17,0,1,Disc,28,1,24,1,1,1,0,0,1,0,0,53,65.8,672.84,176.6,1752.88,154.25,1945.08,396.65,1
5041-GGZKPZ-G0U,2,Male,23,14,1,Professional,0,Married,4,78000.0,3,1,Own,Foreign,24600,18,1,1,Amex,5,1,24,0,0,0,0,0,1,0,0,14,18.4,42.76,0.0,0.0,0.0,0.0,18.4,0
5042-SPDHVC-D51,3,Male,25,20,0,Sales,0,Unmarried,1,188000.0,6,1,Own,Domestic,54900,25,1,0,Visa,7,0,25,1,1,1,1,1,1,0,0,12,24.4,57.2,184.2,407.2,270.5,699.72,479.1,1
5042-XNEETQ-8KP,3,Female,54,13,8,Sales,0,Unmarried,1,188000.0,1,0,Own,Foreign,39100,29,0,0,Visa,16,0,25,0,0,0,0,0,0,0,0,38,33.0,243.04,0.0,0.0,0.0,0.0,33.0,0
5049-THPMCG-B2H,5,Male,41,13,17,Crafts,0,Married,2,96000.0,0,1,Own,Domestic,28000,31,1,0,Visa,19,1,11,0,1,0,1,1,0,0,0,36,41.4,292.0,0.0,0.0,156.25,1340.28,197.65,0
5049-XCENKP-SC4,4,Male,48,14,4,Sales,0,Unmarried,1,58000.0,0,1,Own,Foreign,15600,29,0,1,Visa,9,0,8,0,0,0,0,0,0,0,0,21,34.0,132.6,0.0,0.0,0.0,0.0,34.0,0
5052-NKTQMH-BKA,1,Female,43,13,2,Sales,0,Unmarried,1,76000.0,0,1,Own,Foreign,18200,24,0,0,Mast,9,1,16,0,0,0,0,0,0,0,0,17,26.4,91.32,0.0,0.0,0.0,0.0,26.4,0
5059-SSEEHO-MPY,5,Female,44,12,18,Service,0,Married,3,116000.0,4,1,Own,Foreign,30300,34,1,0,Mast,26,0,12,0,0,0,0,0,0,1,0,45,69.2,588.2,0.0,0.0,0.0,0.0,69.2,0
5060-SERQNE-ND1,1,Male,37,13,3,Sales,0,Unmarried,2,32000.0,8,0,Own,Foreign,7600,23,0,1,Visa,10,0,27,1,0,0,0,0,1,1,0,17,25.8,84.48,110.0,346.36,0.0,0.0,135.8,0
5071-IXPFUC-MDR,5,Male,21,16,0,Professional,0,Married,4,28000.0,0,0,Own,Domestic,7700,36,0,0,Visa,3,0,18,0,0,0,0,1,0,0,0,27,13.8,67.08,0.0,0.0,0.0,0.0,13.8,0
5071-YMPEFZ-4BK,3,Male,63,17,29,Agriculture,0,Married,2,515000.0,9,1,Own,Foreign,88500,20,0,0,Disc,36,1,25,0,0,1,0,1,0,1,0,67,96.4,1272.56,0.0,0.0,0.0,0.0,96.4,0
5072-BTZWQR-C58,2,Female,36,17,1,Sales,0,Married,2,90000.0,7,0,Own,Domestic,23400,27,0,1,Visa,12,0,21,1,0,1,0,1,0,0,0,33,37.0,247.0,133.0,857.0,0.0,0.0,170.0,0
5074-CYFMOK-K4T,1,Female,59,19,8,Sales,0,Unmarried,1,56000.0,1,0,Own,Domestic,15500,26,0,1,Disc,6,1,19,1,0,1,0,0,1,0,0,21,26.8,99.88,121.2,458.28,0.0,0.0,148.0,0
5075-KNERRP-GF5,1,Female,29,20,1,Professional,0,Unmarried,1,70000.0,1,0,Own,Domestic,17300,23,0,0,Visa,4,1,26,1,1,1,0,0,1,0,0,9,12.4,24.72,160.4,257.08,162.25,330.54,335.05,1
5084-NNXKTN-2CV,4,Female,27,15,1,Sales,0,Unmarried,2,68000.0,5,0,Own,Domestic,16700,33,0,0,Disc,9,0,19,0,0,0,1,0,0,0,0,16,39.0,111.68,0.0,0.0,0.0,0.0,39.0,0
5085-RQHHUP-L2U,2,Female,51,12,8,Professional,0,Married,2,122000.0,9,1,Own,Domestic,25700,37,0,1,Mast,12,1,20,0,0,0,1,1,0,0,0,45,31.2,276.32,0.0,0.0,0.0,0.0,31.2,0
5089-MYXLPX-52H,4,Female,58,16,4,Sales,0,Married,2,118000.0,3,1,Own,Foreign,43700,17,1,1,Disc,34,1,14,1,1,1,1,1,1,1,0,64,60.2,757.56,230.8,2857.84,240.0,3551.52,531.0,1
5093-KUSRCS-X2U,3,Male,54,12,5,Sales,0,Unmarried,1,40000.0,10,1,Own,Foreign,8000,26,0,1,Mast,27,0,21,0,0,0,0,0,0,1,0,48,37.2,370.96,0.0,0.0,0.0,0.0,37.2,0
5095-BZBMTG-9C4,5,Male,73,12,12,Sales,0,Unmarried,1,82000.0,3,0,Own,Domestic,19500,32,0,0,Visa,17,1,30,0,0,0,0,0,0,0,0,32,35.0,215.32,0.0,0.0,0.0,0.0,35.0,0
5095-QMVWOH-LCN,4,Female,54,17,10,Professional,0,Unmarried,2,64000.0,7,1,Own,Domestic,17000,36,1,1,Amex,21,1,20,0,0,0,0,0,0,1,1,48,71.4,677.56,0.0,0.0,0.0,0.0,71.4,0
5097-BJPHAE-TYU,5,Female,41,10,1,Sales,0,Unmarried,1,36000.0,1,0,Lease,Domestic,8100,36,0,0,Othe,6,0,24,0,0,0,0,0,0,0,1,11,12.8,24.88,0.0,0.0,0.0,0.0,12.8,0
5097-JIRHCW-CFG,3,Male,60,12,21,Service,0,Married,3,131000.0,7,1,Own,Domestic,63100,16,0,1,Disc,22,1,21,0,0,0,1,1,0,1,0,51,48.2,471.24,0.0,0.0,0.0,0.0,48.2,0
5097-QJZSXJ-HM1,5,Female,34,19,1,Sales,0,Unmarried,1,60000.0,5,1,Lease,Domestic,14100,27,0,0,Disc,2,0,16,1,1,1,1,1,1,0,0,9,19.0,25.4,226.6,400.12,306.0,621.72,551.6,1
5099-WPOBFB-V7T,2,Female,59,9,4,Professional,0,Married,2,40000.0,2,1,Lease,Domestic,11300,26,0,1,Visa,28,0,16,0,0,0,0,0,0,1,1,59,81.0,973.2,0.0,0.0,0.0,0.0,81.0,0
5101-LRRQUO-FFJ,1,Male,25,17,1,Labor,0,Married,3,80000.0,12,1,Own,Foreign,12300,21,0,0,Amex,7,0,18,0,1,1,1,1,0,0,0,15,25.2,63.6,0.0,0.0,132.75,418.38,157.95,0
5106-JTUNGC-1VO,4,Male,53,9,20,Service,0,Married,6,102000.0,5,0,Own,Domestic,21700,28,0,1,Amex,18,0,18,0,0,0,1,1,0,1,0,54,28.4,300.08,0.0,0.0,0.0,0.0,28.4,0
5108-FDPWWG-WO0,2,Female,63,15,22,Labor,1,Married,3,98000.0,0,0,Own,Foreign,28200,23,0,0,Mast,37,1,14,0,0,0,0,0,0,1,0,70,128.4,1775.72,0.0,0.0,0.0,0.0,128.4,0
5108-MUEPGC-9E7,4,Male,39,12,5,Professional,0,Married,7,84000.0,1,1,Own,Domestic,21500,28,1,1,Amex,12,1,22,0,0,0,0,0,0,1,0,45,44.8,417.92,0.0,0.0,0.0,0.0,44.8,0
5108-UHKJMO-ZYU,1,Female,56,11,2,Sales,0,Unmarried,2,144000.0,5,1,Own,Domestic,34300,36,1,1,Visa,25,0,29,0,1,0,1,1,0,1,0,61,34.4,442.28,0.0,0.0,161.0,2440.08,195.4,0
5109-HZNZJJ-TXF,3,Female,55,13,15,Professional,0,Married,2,185000.0,9,1,Own,Domestic,91800,28,1,1,Visa,20,1,13,1,0,0,0,0,1,1,0,53,28.0,327.92,95.8,1006.6,0.0,0.0,123.8,0
5110-WHLWIT-LZ9,3,Male,32,11,2,Professional,0,Married,2,64000.0,0,1,Own,Foreign,19800,30,0,1,Amex,8,1,21,0,0,0,1,1,0,0,0,20,30.8,130.12,0.0,0.0,0.0,0.0,30.8,0
5111-IXRBVA-3HR,2,Female,59,16,1,Sales,0,Married,5,58000.0,2,1,Own,Domestic,14200,24,0,1,Visa,6,0,19,0,0,0,0,0,0,1,1,27,22.8,121.28,0.0,0.0,0.0,0.0,22.8,0
5112-YVRGNG-XEW,4,Female,40,18,1,Sales,0,Married,3,50000.0,8,0,Own,Domestic,15500,30,0,0,Visa,16,0,10,1,0,1,0,0,1,0,0,56,20.2,261.96,150.2,1677.76,0.0,0.0,170.4,0
5115-TVEXPS-WJJ,1,Female,69,10,15,Professional,0,Married,2,76000.0,2,1,Own,Foreign,19800,25,0,1,Visa,40,0,23,0,0,0,0,0,0,1,0,72,313.0,4488.48,0.0,0.0,0.0,0.0,313.0,1
5122-EUEKLQ-248,3,Female,54,18,20,Agriculture,0,Unmarried,1,116000.0,5,0,Own,Foreign,9500,24,1,1,Visa,20,1,18,1,1,1,0,0,1,0,0,43,46.6,363.68,149.4,1253.92,190.0,1902.0,386.0,1
5125-PEQACJ-RQX,2,Female,66,11,7,Professional,0,Unmarried,1,68000.0,0,0,Own,Domestic,13100,32,0,1,Visa,25,1,26,1,0,0,0,0,1,1,1,58,80.2,930.16,98.0,1119.2,0.0,0.0,178.2,0
5126-WLYXHE-S62,2,Male,38,15,0,Sales,0,Unmarried,1,66000.0,3,1,Own,Domestic,19600,28,1,1,Visa,3,1,22,0,0,0,1,1,0,1,1,14,16.6,45.12,0.0,0.0,0.0,0.0,16.6,0
5128-AHGTLR-ECI,2,Female,28,15,0,Sales,0,Married,4,44000.0,1,0,Own,Foreign,11700,19,0,0,Mast,5,0,28,0,0,0,1,1,0,0,0,16,20.6,63.72,0.0,0.0,0.0,0.0,20.6,0
5129-TRPSYO-456,2,Male,50,15,15,Professional,0,Married,2,118000.0,3,0,Own,Foreign,80800,21,0,0,Visa,15,0,17,0,0,1,0,1,0,1,0,37,52.6,366.92,0.0,0.0,0.0,0.0,52.6,0
5130-PBHVZB-2TB,4,Female,31,15,8,Crafts,0,Unmarried,2,60000.0,5,0,Own,Domestic,18800,16,0,1,Mast,13,1,25,1,1,0,0,0,1,1,0,65,34.0,449.2,130.6,1685.0,137.0,2076.48,301.6,1
5131-TZTMYU-QM2,4,Male,67,18,5,Sales,0,Married,2,104000.0,4,0,Own,Domestic,23100,30,0,1,Disc,12,1,20,1,1,1,0,1,1,1,0,18,32.0,132.8,182.4,606.96,203.0,744.54,417.4,1
5132-PWFAFS-4CM,5,Female,60,12,6,Sales,0,Married,3,72000.0,5,1,Own,Foreign,16600,30,0,0,Disc,27,0,14,0,0,0,0,1,0,0,0,61,49.4,629.4,0.0,0.0,0.0,0.0,49.4,0
5134-OOKFBJ-C7O,3,Male,47,18,14,Professional,0,Married,2,153000.0,9,1,Own,Foreign,75600,19,0,1,Disc,28,0,17,0,1,0,1,1,0,0,0,50,73.6,677.24,0.0,0.0,177.0,2340.6,250.6,0
5135-QCLJHZ-9QM,5,Male,55,14,19,Crafts,0,Unmarried,1,109000.0,1,0,Own,Foreign,52200,18,1,1,Disc,28,0,22,0,0,0,0,1,0,0,1,67,64.6,923.0,0.0,0.0,0.0,0.0,64.6,0
5136-RCBIIC-GED,5,Female,32,22,1,Sales,0,Married,4,166000.0,0,1,Own,Domestic,41400,40,1,1,Disc,14,0,26,1,0,1,0,0,1,0,0,49,71.2,721.16,131.6,1267.28,0.0,0.0,202.8,0
