CustomerID,Region,Gender,Age,Education_Years,Employment_Years,Job_Category,Retired,Marital_Status,Household_Size,Household_Income,Number_Pets,Home_Owner,Car_Ownership,Car_Brand,Car_Value,Commute_Distance,Political_Party,Votes,Credit_Card,Credit_Card_Tenure,Active_Lifestyle,TV_Watching_Hours,Streaming_Svcs,Wireless_Internet,Smart_Phone,Twitter_Acct,LinkedIn_Acct,Facebook_Acct,News_Subscriber,Coupon_Redemption,Brand_Tenure_Months,Monthly_Spend_ProductA,Cumulative_Spend_ProductA,Monthly_Spend_ProductB,Cumulative_Spend_ProductB,Monthly_Spend_ProductC,Cumulative_Spend_ProductC,Total_Avg_Monthly_Spend,High_Value_Customer,Invalid_Reasons
2063-NKBVFX-PD0,5,Male,65,11,30,Service,0,Married,2,102000.0,2,0,Nocar,Nan,0,16,0,0,Visa,35,0,24,0,0,1,1,0,0,1,0,67,98.2,1277.8,0.0,0.0,0.0,0.0,98.2,0,Car_Value below threshold
2069-CWGIPK-4TQ,4,Female,24,17,0,Professional,0,Unmarried,3,24000.0,0,1,Own,Foreign,6100,29,1,1,Amex,1,1,0,1,0,0,1,0,1,0,0,1,8.0,1.6,94.0,18.8,0.0,0.0,102.0,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB
2109-AAWNKU-KMC,1,Male,42,13,3,Sales,0,Unmarried,1,110000.0,3,0,Own,Foreign,54200,23,1,1,Mast,1,0,19,0,0,0,0,0,0,0,0,1,8.2,1.64,0.0,0.0,0.0,0.0,8.2,0,Cumulative < Monthly for ProductA
2110-QHIRWX-GXY,5,Male,47,15,19,Service,0,Unmarried,1,86000.0,2,1,Lease,Domestic,19100,24,0,0,Visa,5,0,22,0,0,0,1,1,0,0,1,4,12.2,5.96,0.0,0.0,0.0,0.0,12.2,0,Cumulative < Monthly for ProductA
2131-MLWCNY-N3Z,2,Male,46,11,9,Sales,0,Unmarried,2,62000.0,3,1,Nocar,Nan,0,38,0,1,Visa,21,1,20,0,0,0,0,0,0,1,0,57,69.4,774.96,0.0,0.0,0.0,0.0,69.4,0,Car_Value below threshold
2151-EKABHZ-0B9,2,Female,24,19,0,Professional,0,Unmarried,1,46000.0,4,0,Lease,Domestic,12500,29,0,0,Mast,3,0,30,0,1,1,0,0,1,0,0,5,16.8,13.16,0.0,0.0,93.0,88.44,109.8,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductC
2160-QODOUI-USX,3,Female,22,12,2,Professional,0,Unmarried,1,36000.0,0,1,Own,Domestic,10300,22,0,1,Disc,1,1,13,1,0,1,1,1,1,0,0,1,5.6,1.12,92.8,18.56,0.0,0.0,98.4,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB
2173-JHAAJO-Z0T,2,Female,66,21,5,Professional,0,Married,2,56000.0,0,0,Nocar,Nan,0,24,1,0,Amex,19,0,23,1,1,1,0,1,1,1,1,48,58.8,524.12,164.4,1584.56,222.75,2447.7,445.95,1,Car_Value below threshold
2211-NVOCWS-T17,5,Female,28,18,1,Professional,0,Married,8,140000.0,6,1,Nocar,Nan,0,30,0,1,Mast,5,1,22,1,0,1,0,1,1,1,0,24,25.6,126.84,144.8,685.4,0.0,0.0,170.4,0,Car_Value below threshold
2221-GQBQEC-Y8V,1,Male,56,8,3,Sales,0,Married,2,56000.0,3,0,Nocar,Nan,0,29,1,0,Othe,12,0,22,0,0,0,0,0,0,0,0,29,39.4,218.4,0.0,0.0,0.0,0.0,39.4,0,Car_Value below threshold
2228-KOLOPU-FY3,5,Female,28,11,4,Professional,0,Married,3,46000.0,10,1,Nocar,Nan,0,30,1,0,Visa,10,1,16,0,0,0,1,1,0,0,0,34,13.8,88.36,0.0,0.0,0.0,0.0,13.8,0,Car_Value below threshold
2247-HJDSTO-CGV,2,Male,74,14,13,Professional,1,Married,2,22000.0,7,0,Nocar,Nan,0,21,0,1,Mast,25,0,16,0,0,1,1,0,1,0,0,51,41.0,427.12,0.0,0.0,0.0,0.0,41.0,0,Car_Value below threshold
2256-MRAMIQ-LJ1,2,Male,68,11,2,Sales,0,Unmarried,1,40000.0,1,1,Lease,Domestic,9100,27,0,0,Visa,1,0,0,0,0,0,1,1,0,0,0,1,7.4,1.48,0.0,0.0,0.0,0.0,7.4,0,Cumulative < Monthly for ProductA
2272-YFTBNI-7N3,4,Male,47,17,3,Sales,0,Married,2,110000.0,3,0,Nocar,Nan,0,20,0,1,Disc,29,0,26,1,1,1,1,1,1,1,0,53,64.6,643.12,240.8,2609.48,308.25,3745.08,613.65,1,Car_Value below threshold
2278-AZGEZW-RL7,4,Female,21,16,0,Sales,0,Unmarried,1,42000.0,3,0,Own,Domestic,9100,27,0,1,Visa,1,0,15,1,0,0,0,0,1,0,0,2,8.8,2.0,71.6,12.88,0.0,0.0,80.4,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB
2280-MACNBB-DNN,1,Male,27,15,4,Labor,0,Married,5,46000.0,1,0,Nocar,Nan,0,23,0,0,Visa,9,0,18,0,0,0,0,1,0,0,0,36,46.2,352.12,0.0,0.0,0.0,0.0,46.2,0,Car_Value below threshold
2288-MSMKUW-O3Q,2,Male,33,18,4,Labor,0,Unmarried,1,58000.0,1,1,Nocar,Nan,0,27,0,1,Amex,15,1,19,1,1,1,1,1,1,0,0,34,29.6,159.0,188.8,1303.08,241.75,1894.32,460.15,1,Car_Value below threshold
2288-RENDWA-WQQ,1,Female,39,9,12,Agriculture,0,Unmarried,1,40000.0,11,0,Nocar,Nan,0,23,1,1,Othe,21,1,21,0,0,0,0,0,0,1,0,50,46.0,433.4,0.0,0.0,0.0,0.0,46.0,0,Car_Value below threshold
2291-RKTBRL-WNO,2,Male,73,17,39,Crafts,0,Unmarried,1,152000.0,3,1,Nocar,Nan,0,32,1,0,Mast,39,0,18,0,1,1,1,1,0,1,0,72,102.6,1503.72,0.0,0.0,413.0,6985.14,515.6,1,Car_Value below threshold
2318-YSFAWP-PQ4,1,Male,21,12,1,Professional,0,Unmarried,1,30000.0,2,1,Lease,Foreign,7400,26,0,0,Amex,4,1,20,0,0,0,0,1,0,0,0,6,15.8,14.52,0.0,0.0,0.0,0.0,15.8,0,Cumulative < Monthly for ProductA
2379-EHJSJT-VTN,1,Female,51,15,19,Labor,0,Married,4,128000.0,2,1,Nocar,Nan,0,30,0,0,Disc,18,0,16,0,0,0,1,1,0,0,0,37,22.6,162.16,0.0,0.0,0.0,0.0,22.6,0,Car_Value below threshold
2384-IAMKEU-IE6,5,Female,20,12,0,Sales,0,Unmarried,2,44000.0,9,1,Nocar,Nan,0,30,1,1,Amex,1,0,29,0,0,0,0,0,0,0,0,4,15.8,9.2,0.0,0.0,0.0,0.0,15.8,0,Car_Value below threshold; Cumulative < Monthly for ProductA
2392-WBLNQY-964,3,Male,30,16,2,Professional,0,Married,2,38000.0,0,1,Nocar,Nan,0,21,1,0,Visa,12,0,26,1,1,1,0,1,1,0,0,55,61.4,711.76,192.0,2126.24,203.5,2753.82,456.9,1,Car_Value below threshold
2407-DZNLGH-P63,1,Male,18,13,0,Professional,0,Unmarried,2,48000.0,1,0,Own,Foreign,14400,19,0,0,Mast,0,1,16,0,0,0,1,1,0,1,0,1,26.4,5.28,0.0,0.0,0.0,0.0,26.4,0,Cumulative < Monthly for ProductA
2419-ICGRYJ-RB5,2,Male,25,20,0,Professional,0,Unmarried,4,98000.0,9,0,Own,Domestic,22100,24,1,0,Amex,3,1,31,1,0,1,0,0,1,0,0,6,10.8,11.32,108.8,91.36,0.0,0.0,119.6,0,Cumulative < Monthly for ProductB
2438-IPWEVD-P6N,1,Female,30,19,0,Sales,0,Unmarried,1,96000.0,2,0,Own,Foreign,19600,19,1,1,Disc,2,1,20,1,1,1,1,1,1,0,0,3,23.4,13.28,219.6,72.52,162.25,63.48,405.25,1,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB; Cumulative < Monthly for ProductC
2447-HFNELF-0ZS,4,Female,72,9,8,Professional,1,Married,2,18000.0,0,1,Nocar,Nan,0,27,1,1,Mast,21,1,0,0,1,1,1,1,0,0,0,54,29.8,329.2,0.0,0.0,190.75,2390.76,220.55,0,Car_Value below threshold
2452-MIFIDG-ZVG,5,Male,30,19,1,Professional,0,Unmarried,3,90000.0,0,1,Own,Foreign,25600,24,0,1,Amex,1,1,29,1,1,1,0,0,1,0,1,1,4.6,0.92,84.8,16.96,84.25,20.22,173.65,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB; Cumulative < Monthly for ProductC
2459-RBRPIE-BI3,1,Male,40,14,9,Professional,0,Married,5,84000.0,1,1,Nocar,Nan,0,19,0,1,Amex,23,0,24,1,1,0,1,0,0,1,0,56,51.0,542.52,174.8,2075.68,172.25,2343.96,398.05,1,Car_Value below threshold
2461-QIIDCC-EC0,4,Male,43,18,12,Crafts,0,Unmarried,1,146000.0,6,1,Nocar,Nan,0,23,0,0,Disc,4,0,22,0,0,0,0,0,0,0,0,10,20.0,37.48,0.0,0.0,0.0,0.0,20.0,0,Car_Value below threshold
2468-HIDHNP-Z0B,2,Female,22,10,1,Professional,0,Unmarried,3,44000.0,10,1,Nocar,Nan,0,21,0,0,Disc,5,0,16,1,0,0,0,1,1,0,0,10,27.0,55.56,113.4,179.76,0.0,0.0,140.4,0,Car_Value below threshold
2482-PRCWXB-GKH,4,Male,60,13,20,Service,0,Unmarried,1,168000.0,0,0,Nocar,Nan,0,18,1,0,Mast,20,1,18,0,0,0,1,1,0,0,0,52,22.2,258.88,0.0,0.0,0.0,0.0,22.2,0,Car_Value below threshold
2483-JOWUPC-CM9,5,Male,24,17,0,Labor,0,Unmarried,1,194000.0,3,1,Own,Foreign,37500,24,0,0,Amex,2,0,19,1,1,1,1,1,1,0,0,4,13.0,7.24,213.4,138.88,204.0,126.48,430.4,1,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB; Cumulative < Monthly for ProductC
2527-HHGXKT-TUY,3,Male,74,12,21,Service,1,Married,2,22000.0,6,1,Nocar,Nan,0,29,0,0,Mast,39,0,23,1,1,0,1,0,1,1,0,72,237.4,3402.12,180.6,2538.12,187.75,3288.78,605.75,1,Car_Value below threshold
2574-XWIFPA-0C9,1,Female,34,18,8,Labor,0,Unmarried,3,72000.0,8,0,Nocar,Nan,0,12,1,1,Disc,1,1,28,1,0,0,0,0,1,0,0,3,9.6,3.48,91.6,31.92,0.0,0.0,101.2,0,Car_Value below threshold; Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB
2583-FMHHBW-E5N,2,Female,19,14,0,Labor,0,Unmarried,2,26000.0,7,0,Own,Domestic,8400,21,1,1,Visa,1,1,0,0,0,0,1,1,0,0,0,2,9.2,5.64,0.0,0.0,0.0,0.0,9.2,0,Cumulative < Monthly for ProductA
2591-HAWSSX-B1M,2,Male,39,17,5,Professional,0,Unmarried,1,100000.0,4,0,Own,Foreign,26100,24,1,0,Mast,1,1,16,1,1,1,1,1,1,0,1,1,10.4,2.08,192.4,38.48,154.75,37.14,357.55,1,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB; Cumulative < Monthly for ProductC
2616-RGMMZL-YB5,3,Male,77,9,44,Labor,1,Married,2,44000.0,0,1,Nocar,Nan,0,21,0,0,Mast,40,0,17,0,0,0,0,0,1,1,0,72,138.2,1883.44,0.0,0.0,0.0,0.0,138.2,0,Car_Value below threshold
2623-MEOMRM-QB7,1,Male,54,17,11,Sales,0,Unmarried,1,154000.0,6,1,Nocar,Nan,0,19,1,1,Disc,27,1,26,1,1,1,1,0,0,1,0,52,48.2,525.48,147.0,1443.44,186.0,2286.12,381.2,1,Car_Value below threshold
2665-KYMUNB-XHA,1,Male,43,14,5,Professional,0,Unmarried,1,58000.0,5,0,Nocar,Nan,0,29,0,0,Amex,25,1,19,1,0,0,1,0,0,1,0,69,72.2,1018.24,114.0,1596.68,0.0,0.0,186.2,0,Car_Value below threshold
2675-YSBKYV-O7V,4,Male,53,10,27,Service,0,Married,4,190000.0,0,1,Nocar,Nan,0,32,0,1,Disc,35,1,22,1,1,1,1,1,1,1,0,71,142.6,2077.28,178.8,2566.4,227.0,3711.66,548.4,1,Car_Value below threshold
2685-BKIDBN-3WC,5,Male,69,15,14,Sales,0,Unmarried,1,98000.0,11,0,Nocar,Nan,0,32,1,0,Mast,32,0,15,0,0,0,0,1,0,1,0,64,68.2,818.0,0.0,0.0,0.0,0.0,68.2,0,Car_Value below threshold
2685-MLUSBE-KQ3,2,Female,50,15,2,Sales,0,Unmarried,1,100000.0,0,1,Own,Domestic,22600,31,0,1,Visa,2,0,15,0,0,0,0,0,0,0,0,4,10.0,7.0,0.0,0.0,0.0,0.0,10.0,0,Cumulative < Monthly for ProductA
2688-GYVWQM-JSK,4,Male,24,18,0,Crafts,0,Unmarried,1,102000.0,11,1,Nocar,Nan,0,27,0,1,Mast,6,1,14,1,1,1,1,1,1,1,0,35,31.2,160.08,243.8,1718.88,311.75,2553.54,586.75,1,Car_Value below threshold
2727-QLKEXR-NSO,3,Female,27,17,2,Professional,0,Married,6,106000.0,2,1,Nocar,Nan,0,15,1,1,Amex,3,1,15,1,1,1,0,0,1,0,0,6,15.6,25.32,137.0,134.08,76.25,93.96,228.85,0,Car_Value below threshold; Cumulative < Monthly for ProductB
2729-KBQJSU-J3G,1,Male,19,14,0,Sales,0,Unmarried,1,36000.0,0,1,Lease,Domestic,8600,29,1,0,Mast,1,1,26,1,0,1,1,0,1,0,0,4,8.6,3.2,123.2,60.0,0.0,0.0,131.8,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB
2751-ZODYWM-XHG,1,Male,22,16,0,Sales,0,Unmarried,1,40000.0,5,1,Lease,Domestic,9400,26,1,0,Amex,3,0,21,0,0,0,0,0,1,0,0,4,17.4,17.16,0.0,0.0,0.0,0.0,17.4,0,Cumulative < Monthly for ProductA
2760-QYCCNH-1QP,1,Male,75,16,39,Service,1,Unmarried,1,133000.0,1,1,Nocar,Nan,0,18,0,1,Visa,39,1,18,1,1,1,1,1,1,1,0,72,142.6,2139.72,231.8,3272.72,483.5,8266.44,857.9,1,Car_Value below threshold
2762-FRPZQX-H63,3,Female,35,15,6,Service,0,Married,5,78000.0,3,1,Nocar,Nan,0,24,1,1,Mast,15,1,18,0,0,0,0,0,0,0,0,32,54.8,349.36,0.0,0.0,0.0,0.0,54.8,0,Car_Value below threshold
2772-QVASQC-36Q,4,Male,53,15,5,Sales,0,Married,2,72000.0,0,1,Nocar,Nan,0,20,0,0,Amex,17,0,30,0,1,1,1,1,0,1,0,49,44.2,398.4,0.0,0.0,170.25,2000.46,214.45,0,Car_Value below threshold
2781-SZVMVQ-1LQ,2,Female,63,10,29,Labor,1,Unmarried,1,28000.0,0,1,Nocar,Nan,0,20,0,0,Disc,32,0,20,0,0,0,0,0,0,1,0,69,163.2,2254.44,0.0,0.0,0.0,0.0,163.2,0,Car_Value below threshold
2781-WPRURV-5DH,3,Female,65,12,31,Crafts,0,Married,2,186000.0,6,1,Nocar,Nan,0,26,1,1,Visa,19,1,19,0,1,1,1,1,1,1,1,46,31.6,350.2,0.0,0.0,172.25,1873.56,203.85,0,Car_Value below threshold
2787-CGKARQ-KBN,4,Female,18,13,0,Labor,0,Married,8,32000.0,0,1,Nocar,Nan,0,36,0,0,Mast,0,1,18,0,0,0,0,0,0,1,0,8,27.6,49.88,0.0,0.0,0.0,0.0,27.6,0,Car_Value below threshold
2818-TTESFC-FE0,2,Male,19,14,0,Labor,0,Married,4,34000.0,8,1,Nocar,Nan,0,16,1,1,Visa,1,0,12,0,1,1,1,1,1,0,1,22,47.2,197.96,0.0,0.0,231.75,1150.14,278.95,1,Car_Value below threshold
2857-XPJXUP-XV2,1,Female,78,12,31,Service,1,Unmarried,1,52000.0,0,0,Nocar,Nan,0,20,0,0,Visa,24,0,13,0,0,0,0,1,0,0,1,53,16.2,169.32,0.0,0.0,0.0,0.0,16.2,0,Car_Value below threshold
2868-EXFXBT-1O7,1,Female,28,19,2,Professional,0,Unmarried,2,60000.0,0,0,Own,Foreign,16300,22,1,0,Mast,3,1,21,0,0,0,1,1,0,0,0,5,27.4,25.76,0.0,0.0,0.0,0.0,27.4,0,Cumulative < Monthly for ProductA
2869-XNMXQZ-101,1,Male,44,8,2,Sales,0,Married,2,44000.0,4,0,Own,Domestic,10400,22,1,1,Mast,5,1,27,0,0,0,0,0,0,0,0,6,22.0,17.56,0.0,0.0,0.0,0.0,22.0,0,Cumulative < Monthly for ProductA
2871-SNYBHM-CFV,3,Female,27,15,0,Sales,0,Married,5,140000.0,4,1,Nocar,Nan,0,24,0,1,Disc,3,1,24,1,1,1,1,0,1,0,0,14,12.6,44.6,133.2,350.92,124.75,362.64,270.55,0,Car_Value below threshold
2895-TGIPGU-5AX,4,Male,18,13,0,Service,0,Unmarried,3,46000.0,5,1,Own,Domestic,10200,26,1,1,Othe,0,1,22,0,0,0,0,0,0,0,0,6,10.0,6.16,0.0,0.0,0.0,0.0,10.0,0,Cumulative < Monthly for ProductA
2897-ITLAGI-WT1,3,Male,76,13,41,Crafts,1,Married,2,18000.0,0,1,Nocar,Nan,0,30,0,0,Amex,40,0,21,0,0,0,1,0,0,1,0,72,383.8,5614.88,0.0,0.0,0.0,0.0,383.8,1,Car_Value below threshold
2908-BLGGLQ-Y10,5,Female,21,14,0,Sales,0,Unmarried,1,36000.0,0,1,Own,Domestic,9800,33,0,0,Visa,1,1,19,0,0,0,0,1,0,0,0,5,18.4,16.76,0.0,0.0,0.0,0.0,18.4,0,Cumulative < Monthly for ProductA
2925-HNTCIR-MOM,1,Female,55,17,17,Crafts,0,Unmarried,1,158000.0,3,1,Nocar,Nan,0,24,0,0,Disc,11,0,21,1,0,1,0,0,1,0,1,23,46.6,233.52,129.8,635.68,0.0,0.0,176.4,0,Car_Value below threshold
2933-JLRSZH-D53,5,Female,26,17,0,Sales,0,Unmarried,1,140000.0,2,1,Own,Foreign,35200,22,0,0,Amex,3,0,24,0,0,0,1,1,0,0,0,5,9.8,7.44,0.0,0.0,0.0,0.0,9.8,0,Cumulative < Monthly for ProductA
2948-EZONZM-3BC,3,Female,37,10,6,Sales,0,Unmarried,1,86000.0,0,0,Nocar,Nan,0,13,1,1,Othe,6,0,24,0,0,0,0,1,0,1,1,12,28.2,71.4,0.0,0.0,0.0,0.0,28.2,0,Car_Value below threshold
2948-XNJSMA-1VR,5,Male,25,20,0,Professional,0,Unmarried,1,54000.0,1,0,Own,Domestic,14200,34,0,0,Mast,1,1,28,1,1,0,1,1,0,0,0,1,10.8,2.16,132.4,26.48,104.5,25.08,247.7,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB; Cumulative < Monthly for ProductC
2967-MSSCPH-MT4,1,Female,69,12,34,Crafts,1,Married,2,66000.0,0,1,Nocar,Nan,0,29,0,0,Mast,23,0,17,1,0,0,1,1,0,1,0,58,34.8,423.44,142.2,1681.92,0.0,0.0,177.0,0,Car_Value below threshold
2969-ODPCDX-5DC,2,Female,24,17,1,Labor,0,Unmarried,1,58000.0,12,1,Nocar,Nan,0,14,0,1,Disc,5,1,13,1,0,0,0,0,0,0,0,11,15.8,33.92,78.6,138.2,0.0,0.0,94.4,0,Car_Value below threshold
2974-AZXCIW-1XY,4,Female,29,16,1,Sales,0,Unmarried,2,86000.0,9,1,Nocar,Nan,0,29,0,1,Disc,11,1,14,0,0,1,1,1,0,1,0,36,69.8,500.36,0.0,0.0,0.0,0.0,69.8,0,Car_Value below threshold
2975-LHBSWI-5KT,2,Female,26,12,2,Sales,0,Unmarried,1,60000.0,7,0,Nocar,Nan,0,25,0,1,Visa,8,1,22,1,0,0,0,0,0,1,0,30,31.4,187.68,111.0,646.6,0.0,0.0,142.4,0,Car_Value below threshold
2981-FYZXBF-DM9,5,Male,22,17,0,Professional,0,Unmarried,1,64000.0,0,1,Own,Foreign,14500,30,0,0,Disc,3,0,20,1,1,1,1,1,0,0,0,3,15.2,9.76,168.4,68.0,162.75,96.18,346.35,1,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB; Cumulative < Monthly for ProductC
3000-DWUGGK-EXP,1,Female,56,14,8,Sales,0,Unmarried,1,158000.0,6,1,Nocar,Nan,0,21,0,0,Disc,17,1,19,0,0,0,1,1,0,0,0,23,18.6,108.16,0.0,0.0,0.0,0.0,18.6,0,Car_Value below threshold
3010-KVHEBF-9GL,4,Female,38,18,1,Sales,0,Unmarried,2,98000.0,2,1,Own,Foreign,26800,25,0,0,Amex,3,1,18,0,0,0,0,0,0,1,1,8,9.6,8.56,0.0,0.0,0.0,0.0,9.6,0,Cumulative < Monthly for ProductA
3011-EPQMRZ-VPT,4,Male,19,14,0,Service,0,Unmarried,1,64000.0,1,1,Nocar,Nan,0,29,1,0,Mast,2,1,22,1,1,1,1,1,1,0,0,5,13.6,8.92,138.4,105.24,99.25,84.96,251.25,0,Car_Value below threshold; Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB; Cumulative < Monthly for ProductC
3012-WLEFBR-R17,2,Male,59,10,34,Crafts,0,Unmarried,1,180000.0,3,0,Nocar,Nan,0,25,0,1,Amex,28,0,12,0,0,0,0,0,0,0,0,57,50.8,558.32,0.0,0.0,0.0,0.0,50.8,0,Car_Value below threshold
3045-RSWAPX-5QP,2,Female,18,13,0,Sales,0,Married,4,28000.0,7,1,Own,Domestic,7500,19,0,0,Disc,0,1,0,1,1,1,1,1,1,0,1,2,12.6,6.44,172.8,30.8,171.25,27.78,356.65,1,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB; Cumulative < Monthly for ProductC
3086-WRWJTT-HZR,3,Female,29,17,0,Sales,0,Unmarried,1,94000.0,9,1,Own,Domestic,23900,29,1,0,Disc,5,1,27,1,0,0,0,0,1,0,1,6,16.8,21.44,110.8,108.72,0.0,0.0,127.6,0,Cumulative < Monthly for ProductB
3093-CQGCXA-9YA,2,Female,27,22,0,Crafts,0,Married,3,88000.0,11,1,Nocar,Nan,0,28,1,1,Amex,9,1,18,1,0,1,0,0,1,1,0,35,44.8,328.04,111.6,781.16,0.0,0.0,156.4,0,Car_Value below threshold
3103-RGSGKW-BUM,1,Male,54,12,20,Labor,0,Unmarried,1,135000.0,5,0,Nocar,Nan,0,25,0,0,Mast,34,0,21,1,1,0,1,1,0,1,0,66,34.0,502.6,156.0,1985.48,244.75,3692.22,434.75,1,Car_Value below threshold
3114-WDOBKR-OCP,4,Female,18,12,0,Crafts,0,Married,5,28000.0,5,1,Own,Foreign,7800,24,0,0,Visa,0,1,25,0,0,0,0,0,0,0,0,0,25.0,,0.0,0.0,0.0,0.0,25.0,0,Invalid numeric value; Cumulative < Monthly for ProductA
3123-VKWJLL-2TU,2,Female,31,17,1,Sales,0,Married,5,50000.0,1,0,Nocar,Nan,0,27,1,1,Visa,13,1,15,1,1,1,1,1,0,0,1,33,19.8,130.0,123.2,703.6,163.75,1240.44,306.75,1,Car_Value below threshold
3145-VNGWUY-ZQS,2,Male,64,16,10,Sales,0,Married,2,70000.0,1,1,Nocar,Nan,0,15,0,1,Visa,30,1,19,0,0,0,0,0,1,1,1,54,53.2,553.6,0.0,0.0,0.0,0.0,53.2,0,Car_Value below threshold
3172-QNVQZR-4YI,4,Male,26,12,4,Professional,0,Married,6,56000.0,4,1,Nocar,Nan,0,32,0,1,Disc,8,0,16,0,0,0,0,0,0,1,0,29,32.8,213.52,0.0,0.0,0.0,0.0,32.8,0,Car_Value below threshold
3191-JVKCZL-CSB,5,Female,77,15,47,Labor,1,Married,2,30000.0,1,1,Nocar,Nan,0,22,0,1,Visa,39,1,12,0,0,0,0,0,0,1,0,72,314.8,4432.36,0.0,0.0,0.0,0.0,314.8,1,Car_Value below threshold
3202-XQYQIU-GKM,1,Female,31,10,4,Professional,0,Unmarried,1,58000.0,3,1,Nocar,Nan,0,23,0,1,Amex,13,1,21,1,1,0,1,1,1,0,0,27,36.6,225.52,130.4,641.12,182.5,1128.6,349.5,1,Car_Value below threshold
3211-CRAXTL-L7G,4,Female,43,17,5,Professional,0,Unmarried,3,88000.0,0,1,Nocar,Nan,0,36,0,1,Visa,11,0,14,1,0,0,0,0,1,0,0,31,29.0,180.12,121.4,749.92,0.0,0.0,150.4,0,Car_Value below threshold
3216-SZEKOE-VJG,4,Male,62,18,17,Professional,0,Unmarried,1,130000.0,0,0,Nocar,Nan,0,21,0,0,Mast,30,1,17,0,0,1,0,1,0,1,0,60,95.0,1095.44,0.0,0.0,0.0,0.0,95.0,0,Car_Value below threshold
3236-TRSCFR-D94,3,Male,68,13,31,Crafts,1,Married,3,86000.0,7,0,Nocar,Nan,0,24,0,0,Mast,35,1,30,0,0,0,0,0,0,1,1,70,58.6,828.84,0.0,0.0,0.0,0.0,58.6,0,Car_Value below threshold
3257-WEGDDM-4L1,5,Female,30,15,3,Professional,0,Unmarried,1,164000.0,10,1,Own,Foreign,38500,36,1,1,Disc,6,0,27,1,1,1,1,1,1,0,0,5,11.8,5.56,152.8,126.6,139.75,119.52,304.35,1,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB; Cumulative < Monthly for ProductC
3270-HPJOCR-6AQ,1,Female,72,19,10,Service,0,Unmarried,1,50000.0,3,0,Lease,Domestic,9200,25,0,1,Visa,2,1,24,1,1,0,0,1,1,0,0,4,18.0,8.8,127.8,72.44,85.0,66.9,230.8,0,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB; Cumulative < Monthly for ProductC
3273-ZWQAKA-NK6,3,Male,18,13,0,Sales,0,Unmarried,1,32000.0,0,1,Own,Domestic,6900,27,1,0,Visa,1,1,16,0,0,0,1,1,0,0,0,4,5.0,4.2,0.0,0.0,0.0,0.0,5.0,0,Cumulative < Monthly for ProductA
3283-RADVTY-AS8,3,Male,79,14,21,Professional,1,Unmarried,1,24000.0,0,1,Nocar,Nan,0,24,1,0,Disc,38,1,17,0,0,0,0,0,0,1,0,70,93.0,1329.12,0.0,0.0,0.0,0.0,93.0,0,Car_Value below threshold
3284-UVIPBC-CIW,1,Male,21,12,0,Professional,0,Married,4,48000.0,3,1,Own,Domestic,18100,16,1,0,Amex,3,1,11,1,0,1,0,1,1,0,0,5,12.4,14.88,97.2,90.32,0.0,0.0,109.6,0,Cumulative < Monthly for ProductB
3287-DHSBON-KU9,1,Male,18,13,0,Professional,0,Married,3,56000.0,3,1,Own,Domestic,12800,21,0,0,Disc,1,1,25,0,0,0,1,1,0,0,1,1,3.8,0.76,0.0,0.0,0.0,0.0,3.8,0,Cumulative < Monthly for ProductA
3287-HQRGMC-XHI,4,Male,50,12,7,Professional,0,Married,3,52000.0,6,0,Nocar,Nan,0,24,1,0,Amex,20,0,30,1,1,0,1,1,1,1,0,44,51.4,454.12,153.6,1242.4,170.75,1647.42,375.75,1,Car_Value below threshold
3288-JRIYDH-T8V,5,Female,75,12,27,Crafts,1,Unmarried,1,42000.0,3,0,Nocar,Nan,0,28,0,0,Mast,37,1,15,0,0,0,1,0,0,1,1,72,128.6,1843.44,0.0,0.0,0.0,0.0,128.6,0,Car_Value below threshold
3300-SCKHBH-UBF,2,Male,23,12,3,Labor,0,Unmarried,1,56000.0,7,0,Nocar,Nan,0,30,0,0,Amex,6,0,23,0,1,1,1,1,0,0,0,10,28.6,58.24,0.0,0.0,162.0,309.72,190.6,0,Car_Value below threshold
3313-URDBEG-UVD,3,Female,31,14,1,Sales,0,Married,2,36000.0,1,1,Lease,Domestic,13700,20,0,0,Visa,1,1,21,1,1,1,1,0,1,0,0,2,9.2,2.64,150.4,33.24,119.0,25.86,278.6,1,Cumulative < Monthly for ProductA; Cumulative < Monthly for ProductB; Cumulative < Monthly for ProductC
